Probe Set ID	Gene Title	Gene Symbol	UniGene ID	Chromosomal Location
220610_s_at	leucine rich repeat (in FLII) interacting protein 2	LRRFIP2	Hs.475319	chr3p22.2
220611_at	disabled homolog 1 (Drosophila)	DAB1	Hs.477370	chr1p32-p31
220612_at	---	---	Hs.655345	---
220613_s_at	synaptotagmin-like 2	SYTL2	Hs.369520	chr11q14
220614_s_at	chromosome 6 open reading frame 103	C6orf103	Hs.711833	chr6q24.3
220615_s_at	fatty acyl CoA reductase 2	FAR2	Hs.714804	chr12p11.22
220616_at	---	---	Hs.714839	---
220617_s_at	zinc finger protein 532	ZNF532	Hs.529023	chr18q21.32
220618_s_at	"zinc finger, CW type with PWWP domain 1"	ZCWPW1	Hs.105191	chr7q22.1
220619_at	chromodomain helicase DNA binding protein 7	CHD7	Hs.20395	chr8q12.2
220620_at	cysteine-rich C-terminal 1	CRCT1	Hs.110196	chr1q21
220621_at	forkhead box E3	FOXE3	Hs.112968	chr1p32
220622_at	leucine rich repeat containing 31	LRRC31	Hs.411295	chr3q26.2
220623_s_at	"testis specific, 10"	TSGA10	Hs.120267	chr2q11.2
220624_s_at	E74-like factor 5 (ets domain transcription factor)	ELF5	Hs.11713	chr11p13-p12
220625_s_at	E74-like factor 5 (ets domain transcription factor)	ELF5	Hs.11713	chr11p13-p12
220626_at	"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10"	SERPINA10	Hs.118620	chr14q32.13
220627_at	cystatin 8 (cystatin-related epididymal specific)	CST8	Hs.121602	chr20p11.21
220628_s_at	sidekick homolog 2 (chicken)	SDK2	Hs.435719	chr17q25.1
220629_at	KCNQ1 downstream neighbor	KCNQ1DN	Hs.127821	chr11p15.4|11p15.5
220630_s_at	"chitinase, acidic"	CHIA	Hs.128814	chr1p13.1-p21.3
220631_at	O-sialoglycoprotein endopeptidase-like 1	OSGEPL1	---	chr2q32.2
220632_s_at	protein-O-mannosyltransferase 2	POMT2	Hs.132989	chr14q24
220633_s_at	"heterochromatin protein 1, binding protein 3"	HP1BP3	Hs.142442	chr1p36.12
220634_at	T-box 4	TBX4	Hs.143907	chr17q21-q22
220635_at	psoriasis susceptibility 1 candidate 2	PSORS1C2	Hs.146824	chr6p21.3
220636_at	"dynein, axonemal, intermediate chain 2"	DNAI2	Hs.147472	chr17q25
220637_at	family with sequence similarity 124B	FAM124B	Hs.147585	chr2q36.2
220638_s_at	Cas-Br-M (murine) ecotropic retroviral transforming sequence c	CBLC	Hs.466907	chr19q13.2
220639_at	transmembrane 4 L six family member 20	TM4SF20	Hs.156652	chr2q36.3
220640_at	"casein kinase 1, gamma 1"	CSNK1G1	Hs.646508	chr15q22.1-q22.31
220641_at	"NADPH oxidase, EF-hand calcium binding domain 5"	NOX5	Hs.657932	chr15q23
220642_x_at	G protein-coupled receptor 89A /// G protein-coupled receptor 89B /// G protein-coupled receptor 89C	GPR89A /// GPR89B /// GPR89C	Hs.559115	chr1q21.1
220643_s_at	Fas apoptotic inhibitory molecule	FAIM	Hs.173438	chr3q22.3
220644_at	lamin B receptor	LBR	Hs.435166	chr1q42.1
220645_at	"family with sequence similarity 55, member D"	FAM55D	Hs.179100	chr11q23.2
220646_s_at	"killer cell lectin-like receptor subfamily F, member 1"	KLRF1	Hs.183125	chr12p13.2-p12.3
220647_s_at	coiled-coil-helix-coiled-coil-helix domain containing 8	CHCHD8	Hs.475387	chr11q13.4
220648_at	"adenosine deaminase, RNA-specific, B2 (RED2 homolog rat)"	ADARB2	Hs.657984	chr10p15.3
220649_at	ATP/GTP binding protein-like 3	AGBL3	Hs.648616	chr7q33
220650_s_at	"solute carrier family 9 (sodium/hydrogen exchanger), member 5"	SLC9A5	Hs.439650	chr16q22.1
220651_s_at	minichromosome maintenance complex component 10	MCM10	Hs.198363	chr10p13
220652_at	kinesin family member 24	KIF24	Hs.710246	chr9p13.3
220653_at	"zinc finger, imprinted 2"	ZIM2	---	chr19q13.4
220654_at	pancreatic polypeptide 2	PPY2	Hs.20588	chr17q11
220655_at	TNFAIP3 interacting protein 3	TNIP3	Hs.208206	chr4q27
220656_at	---	---	---	---
220657_at	kelch-like 11 (Drosophila)	KLHL11	Hs.592134	chr17q21.2
220658_s_at	aryl hydrocarbon receptor nuclear translocator-like 2	ARNTL2	Hs.434269	chr12p12.2-p11.2
220659_s_at	chromosome 7 open reading frame 43	C7orf43	Hs.533139	chr7q22.1
220660_at	chromosome 9 open reading frame 27	C9orf27	Hs.23367	chr9q31.3
220661_s_at	zinc finger protein 692	ZNF692	Hs.377705	chr1q44
220662_s_at	hairy/enhancer-of-split related with YRPW motif-like	HEYL	Hs.472566	chr1p34.3
220663_at	interleukin 1 receptor accessory protein-like 1	IL1RAPL1	Hs.658912	chrXp22.1-p21.3
220664_at	small proline-rich protein 2C (pseudogene)	SPRR2C	Hs.2421	chr1q21-q22
220665_at	leucine zipper protein 4	LUZP4	Hs.242183	chrXq23
220666_at	---	---	---	---
220667_at	ubiquitin specific peptidase 49	USP49	Hs.665742	chr6p21
220668_s_at	DNA (cytosine-5-)-methyltransferase 3 beta	DNMT3B	Hs.713611	chr20q11.2
220669_at	OTU domain containing 4	OTUD4	Hs.270851	chr4q31.21
220670_at	---	---	---	---
220671_at	CCR4 carbon catabolite repression 4-like (S. cerevisiae)	CCRN4L	Hs.639842	chr4q31.1
220672_at	KIAA1622	KIAA1622	Hs.259599	chr14q32.13
220673_s_at	KIAA1622	KIAA1622	Hs.259599	chr14q32.13
220674_at	CD22 molecule	CD22	Hs.709215	chr19q13.1
220675_s_at	patatin-like phospholipase domain containing 3	PNPLA3	Hs.654800	chr22q13.31
220676_at	"ADAM metallopeptidase with thrombospondin type 1 motif, 8"	ADAMTS8	Hs.271605	chr11q25
220677_s_at	"ADAM metallopeptidase with thrombospondin type 1 motif, 8"	ADAMTS8	Hs.271605	chr11q25
220678_at	hypothetical protein FLJ20712	FLJ20712	Hs.272195	chr7p14.3
220679_s_at	"cadherin 7, type 2"	CDH7	Hs.657522	chr18q22-q23
220680_at	"ribonucleoprotein, PTB-binding 2"	RAVER2	Hs.591443	chr1p31.3
220681_at	chromosome 22 open reading frame 26	C22orf26	Hs.567529	chr22q13.31
220682_s_at	---	---	---	---
220683_at	retinol dehydrogenase 8 (all-trans)	RDH8	Hs.675522	chr19p13.2-p13.3
220684_at	T-box 21	TBX21	Hs.272409	chr17q21.32
220685_at	family with sequence similarity 120C	FAM120C	Hs.86045	chrXp11.22
220686_s_at	piwi-like 2 (Drosophila)	PIWIL2	Hs.661109	chr8p21.3
220687_at	---	---	---	---
220688_s_at	mRNA turnover 4 homolog (S. cerevisiae)	MRTO4	Hs.463797	chr1p36.13
220689_at	---	---	---	---
220690_s_at	dehydrogenase/reductase (SDR family) member 7B	DHRS7B	Hs.386989	chr17p12
220691_at	---	---	Hs.670441	---
220692_at	similar to HSPC047 protein /// similar to HSPC047 protein	LOC100132214 /// LOC100134722	---	chr7q22.1
220693_at	coiled-coil domain containing 82	CCDC82	Hs.525088	chr11q21
220694_at	DDEF1 intronic transcript 1 (non-protein coding)	DDEF1IT1	---	chr8q24.21
220695_at	---	---	---	---
220696_at	PRO0478 protein	PRO0478	Hs.612035	chr17q25.3
220697_at	---	---	Hs.654669	---
220698_at	hypothetical protein MGC4294	MGC4294	Hs.280135	chr20q13.32
220699_s_at	kinesin heavy chain member 2A	KIF2A	Hs.558351	chr5q12-q13
220700_at	---	---	Hs.684534	---
220701_at	---	---	---	---
220702_at	---	---	---	---
220703_at	chromosome 10 open reading frame 110	C10orf110	Hs.644603	chr10p15.3
220704_at	IKAROS family zinc finger 1 (Ikaros)	IKZF1	---	chr7p13-p11.1
220705_s_at	"ADAM metallopeptidase with thrombospondin type 1 motif, 7"	ADAMTS7	Hs.16441	chr15q24.2
220706_at	"ADAM metallopeptidase with thrombospondin type 1 motif, 7"	ADAMTS7	Hs.16441	chr15q24.2
220707_s_at	FAD-dependent oxidoreductase domain containing 2	FOXRED2	Hs.387601	chr22q12.3
220708_at	---	---	---	---
220709_at	zinc finger protein 556	ZNF556	Hs.287433	chr19p13.3
220710_at	chromosome 15 open reading frame 28	C15orf28	Hs.662150	chr15q23
220711_at	---	---	---	---
220712_at	chromosome 8 open reading frame 60	C8orf60	---	chr8q24.3
220713_at	---	---	Hs.636866	---
220714_at	PR domain containing 14	PRDM14	Hs.287532	chr8q13.3
220715_at	hypothetical protein FLJ12547 /// hypothetical protein LOC100128612	FLJ12547 /// LOC100128612	Hs.657523	chr16q24.3
220716_at	guanine nucleotide binding protein-like 3 (nucleolar)-like pseudogene	FLJ12595	---	chr5q12.1
220717_at	"ADAM metallopeptidase with thrombospondin type 1 motif, 20"	ADAMTS20	Hs.287554	chr12q12
220718_at	chromosome 15 open reading frame 34	C15orf34	Hs.591113	chr15q24.1
220719_at	hypothetical protein FLJ13769	FLJ13769	Hs.677248	chr12q24.31
220720_x_at	"family with sequence similarity 128, member B"	FAM128B	Hs.469925	chr2q21.1
220721_at	zinc finger protein 432 /// zinc finger protein 614	ZNF432 /// ZNF614	Hs.292336	chr19q13.33
220722_s_at	"solute carrier family 5 (choline transporter), member 7"	SLC5A7	Hs.287758	chr2q12
220723_s_at	hypothetical protein FLJ21511	FLJ21511	Hs.479703	chr4p12-p11
220724_at	hypothetical protein FLJ21511	FLJ21511	Hs.479703	chr4p12-p11
220725_x_at	"Dynein, axonemal, heavy chain 3"	DNAH3	Hs.526500	chr16p12.2
220726_at	---	---	---	---
220727_at	"potassium channel, subfamily K, member 10"	KCNK10	Hs.592299	chr14q31
220728_at	---	---	---	---
220729_at	---	---	---	---
220730_at	hypothetical protein FLJ12986 /// zinc finger protein 778	FLJ12986 /// ZNF778	Hs.647385	chr16q24.3
220731_s_at	NECAP endocytosis associated 2	NECAP2	Hs.437385	chr1p36.13
220732_at	DEP domain containing 2	DEPDC2	Hs.591867	chr8q13.2
220733_at	"solute carrier family 26 (sulfate transporter), member 1"	SLC26A1	Hs.658244	chr4p16.3
220734_s_at	glycolipid transfer protein domain containing 1 /// hypothetical LOC727825	GLTPD1 /// LOC727825	Hs.515689	chr1p36.33
220735_s_at	SUMO1/sentrin specific peptidase 7	SENP7	Hs.529551	chr3q12
220736_at	"solute carrier family 19, member 3"	SLC19A3	Hs.221597	chr2q37
220737_at	"ribosomal protein S6 kinase, 90kDa, polypeptide 6"	RPS6KA6	Hs.368153	chrXq21
220738_s_at	"ribosomal protein S6 kinase, 90kDa, polypeptide 6"	RPS6KA6	Hs.368153	chrXq21
220739_s_at	cyclin M3	CNNM3	Hs.711617	chr2p12-p11.2
220740_s_at	"solute carrier family 12 (potassium/chloride transporters), member 6"	SLC12A6	Hs.510939	chr15q13-q15
220741_s_at	pyrophosphatase (inorganic) 2	PPA2	Hs.654957	chr4q25
220742_s_at	N-glycanase 1	NGLY1	Hs.368960	chr3p24.2
220743_at	---	---	---	---
220744_s_at	intraflagellar transport 122 homolog (Chlamydomonas)	IFT122	Hs.655284	chr3q21
220745_at	interleukin 19	IL19	Hs.661017	chr1q32.2
220746_s_at	ubiquitin interaction motif containing 1	UIMC1	Hs.232721	chr5q35.2
220747_at	HSPC072 protein	HSPC072	Hs.584899	chr20p11.23
220748_s_at	zinc finger protein 580	ZNF580	Hs.631551	chr19q13.42
220749_at	chromosome 10 open reading frame 68	C10orf68	---	chr10p11.22
220750_s_at	leucine proline-enriched proteoglycan (leprecan) 1	LEPRE1	Hs.714743	chr1p34.1
220751_s_at	chromosome 5 open reading frame 4	C5orf4	Hs.713175	chr5q31-q32
220752_at	erythrocyte transmembrane protein	LOC51145	Hs.710335	chr9q33.3
220753_s_at	"crystallin, lambda 1"	CRYL1	Hs.370703	chr13q12.11
220754_at	armadillo repeat containing 9	ARMC9	Hs.471610	chr2q37.1
220755_s_at	chromosome 6 open reading frame 48	C6orf48	Hs.640836	chr6p21.3
220756_s_at	G protein-coupled receptor 172B	GPR172B	Hs.632247	chr17p13.2
220757_s_at	UBX domain protein 6	UBXN6	Hs.435255	chr19p13
220758_s_at	"roundabout homolog 4, magic roundabout (Drosophila)"	ROBO4	Hs.524121	chr11q24.2
220759_at	"family with sequence similarity 12, member B (epididymal)"	FAM12B	Hs.525202	chr14q11.2
220760_x_at	zinc finger protein 665	ZNF665	Hs.590980	chr19q13.41
220761_s_at	TAO kinase 3	TAOK3	Hs.644420	chr12q
220762_s_at	"guanine nucleotide binding protein (G protein), beta polypeptide 1-like"	GNB1L	Hs.105642	chr22q11.2
220763_at	heat shock 70kDa protein 12A	HSPA12A	Hs.654682	chr10q26.12
220764_at	"hypothetical LOC100129064 /// hypothetical LOC100131868 /// hypothetical LOC100132773 /// protein phosphatase 4, regulatory subunit 2"	LOC100129064 /// LOC100131868 /// LOC100132773 /// PPP4R2	Hs.431092	chr3p13 /// chr3q29 /// chr5p15.33
220765_s_at	LIM and senescent cell antigen-like domains 2	LIMS2	Hs.469881	chr2q14.3
220766_at	B-cell translocation gene 4	BTG4	Hs.128180	chr11q23
220767_at	---	---	---	---
220768_s_at	"casein kinase 1, gamma 3"	CSNK1G3	Hs.129206	chr5q23
220769_s_at	WD repeat domain 78	WDR78	Hs.49421	chr1p31.3
220770_s_at	transposon-derived Buster3 transposase-like	LOC63920	Hs.529464	chr5q33.3
220771_at	melanoma antigen	LOC51152	Hs.633593	---
220772_at	"blepharophimosis, epicanthus inversus and ptosis, candidate 1"	BPESC1	Hs.712477	chr3q23
220773_s_at	gephyrin	GPHN	Hs.208765	chr14q23.3
220774_at	dymeclin	DYM	Hs.162996	chr18q12-q21.1
220775_s_at	UEV and lactate/malate dehyrogenase domains	UEVLD	Hs.407991	chr11p15.1
220776_at	"potassium inwardly-rectifying channel, subfamily J, member 14"	KCNJ14	Hs.590945	chr19q13
220777_at	kinesin family member 13A	KIF13A	Hs.189915	chr6p23
220778_x_at	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B"	SEMA6B	Hs.465642	chr19p13.3
220779_at	"peptidyl arginine deiminase, type III"	PADI3	Hs.149195	chr1p36.13
220780_at	"phospholipase A2, group III"	PLA2G3	Hs.149623	chr22q11.2-q13.2
220781_at	deleted in esophageal cancer 1	1-Dec	Hs.148841	chr9q32
220782_x_at	kallikrein-related peptidase 12	KLK12	Hs.411572	chr19q13.3-q13.4
220783_at	matrix metallopeptidase 27	MMP27	Hs.534479	chr11q24
220784_s_at	urotensin 2	UTS2	Hs.162200	chr1p36
220785_at	urotensin 2	UTS2	Hs.162200	chr1p36
220786_s_at	"solute carrier family 38, member 4"	SLC38A4	Hs.446077	chr12q13
220787_at	---	---	---	---
220788_s_at	interferon regulatory factor 9 /// ring finger protein 31	IRF9 /// RNF31	Hs.1706	chr14q11.2
220789_s_at	transforming growth factor beta regulator 4	TBRG4	Hs.231411	chr7p14-p13
220790_s_at	"membrane-spanning 4-domains, subfamily A, member 5"	MS4A5	Hs.178066	chr11q12
220791_x_at	"sodium channel, voltage-gated, type XI, alpha subunit"	SCN11A	Hs.591657	chr3p24-p21
220792_at	PR domain containing 5	PRDM5	Hs.660435	chr4q25-q26
220793_at	sarcoma antigen 1	SAGE1	Hs.195292	chrXq26
220794_at	"gremlin 2, cysteine knot superfamily, homolog (Xenopus laevis)"	GREM2	Hs.98206	chr1q43
220795_s_at	brain-enriched guanylate kinase-associated homolog (rat)	BEGAIN	Hs.211751	chr14q32.2
220796_x_at	"solute carrier family 35, member E1"	SLC35E1	Hs.620596	chr19p13.11
220797_at	methyltransferase 10 domain containing	METT10D	Hs.632237	chr17p13.3
220798_x_at	plasticity-related gene 2	PRG2	Hs.546439	chr19p13.3
220799_at	glial cells missing homolog 2 (Drosophila)	GCM2	Hs.227098	chr6p23
220800_s_at	tropomodulin 3 (ubiquitous)	TMOD3	Hs.4998	chr15q21.1-q21.2
220801_s_at	hydroxyacid oxidase 2 (long chain)	HAO2	Hs.659767	chr1p13.3-p13.1
220802_at	"potassium voltage-gated channel, subfamily H (eag-related), member 4"	KCNH4	Hs.304081	chr17q21.2
220803_at	STAM binding protein-like 1	STAMBPL1	Hs.16229	chr10q23.31
220804_s_at	tumor protein p73	TP73	Hs.697294	chr1p36.3
220805_at	histamine receptor H2	HRH2	Hs.247885	chr5q35.2
220806_x_at	"guanine nucleotide binding protein (G protein), gamma 13"	GNG13	Hs.247888	chr16p13.3
220807_at	"hemoglobin, theta 1"	HBQ1	Hs.247921	chr16p13.3
220808_at	Theg homolog (mouse)	THEG	Hs.250002	chr19pter-p13
220809_at	hypothetical protein FLJ14327	FLJ14327	Hs.656036	chr16q23.2
220810_at	"chloride channel, calcium activated, family member 3"	CLCA3	Hs.673847	chr1p31-p22
220811_at	proteoglycan 3	PRG3	Hs.251386	chr11q12
220812_s_at	HERV-H LTR-associating 2	HHLA2	Hs.252351	chr3q13.13
220813_at	cysteinyl leukotriene receptor 2	CYSLTR2	Hs.253706	chr13q14.12-q21.1
220814_at	---	---	---	---
220815_at	"catenin (cadherin-associated protein), alpha 3"	CTNNA3	Hs.660362	chr10q22.2
220816_at	lysophosphatidic acid receptor 3	LPAR3	Hs.674915	chr1p22.3
220817_at	"transient receptor potential cation channel, subfamily C, member 4"	TRPC4	Hs.262960	chr13q13.1-q13.2
220818_s_at	"transient receptor potential cation channel, subfamily C, member 4"	TRPC4	Hs.262960	chr13q13.1-q13.2
220819_at	FERM domain containing 1	FRMD1	Hs.266746	chr6q27
220820_at	---	---	---	---
220821_at	galanin receptor 1	GALR1	Hs.272191	chr18q23
220822_at	---	---	---	---
220823_at	HCG1732469	hCG_1732469	Hs.610958	chr2q13
220824_at	---	---	Hs.610961	---
220825_s_at	kin of IRRE like (Drosophila)	KIRREL	Hs.609291	chr1q21-q25
220826_at	chromosome 21 open reading frame 77	C21orf77	Hs.677183	chr21q22.11
220827_at	---	---	Hs.675473	---
220828_s_at	hypothetical protein FLJ11292	FLJ11292	Hs.714581	chr5q14.3
220829_s_at	"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1"	B3GALT1	Hs.657258	chr2q24.3
220830_at	interphotoreceptor matrix proteoglycan 2	IMPG2	Hs.272380	chr3q12.2-q12.3
220831_at	"glucosaminyl (N-acetyl) transferase 4, core 2 (beta-1,6-N-acetylglucosaminyltransferase)"	GCNT4	Hs.272404	chr5q12
220832_at	toll-like receptor 8	TLR8	Hs.660543	chrXp22
220833_at	---	---	---	---
220834_at	"membrane-spanning 4-domains, subfamily A, member 12"	MS4A12	Hs.272789	chr11q12
220835_s_at	zinc finger protein 407	ZNF407	Hs.536490	chr18q23
220836_at	zinc finger protein 407	ZNF407	Hs.536490	chr18q23
220837_at	---	---	---	---
220838_at	hypothetical protein FLJ20433	FLJ20433	Hs.694420	chr9q34.3
220839_at	methyltransferase like 5	METTL5	Hs.470553	chr2q31.1
220840_s_at	chromosome 1 open reading frame 112	C1orf112	Hs.443551	chr1q24.2
220841_s_at	Abelson helper integration site 1	AHI1	Hs.386684	chr6q23.3
220842_at	Abelson helper integration site 1	AHI1	Hs.386684	chr6q23.3
220843_s_at	WD repeats and SOF1 domain containing	WDSOF1	Hs.532265	chr8q22.3
220844_at	transcription elongation factor B polypeptide 3B (elongin A2)	TCEB3B	Hs.375035	chr18q21.1
220845_at	acyl-Coenzyme A oxidase-like	ACOXL	Hs.253320	chr2q13
220846_s_at	---	---	Hs.638348	---
220847_x_at	zinc finger protein 221	ZNF221	Hs.631598	chr19q13.2
220848_x_at	odorant binding protein 2A	OBP2A	Hs.567489	chr9q34
220849_at	hypothetical LOC79999	LOC79999	Hs.677375	chr17p11.2
220850_at	MORC family CW-type zinc finger 1	MORC1	Hs.591296	chr3q13
220851_at	---	---	Hs.673120	---
220852_at	PRO1768 protein	PRO1768	Hs.673124	chr14q32.11
220853_at	glycosyltransferase-like domain containing 1	GTDC1	Hs.44780	chr2q22.2-q22.3
220854_at	---	---	---	---
220855_at	---	---	Hs.676463	---
220856_x_at	---	---	---	---
220857_at	---	---	---	---
220858_at	sorbin and SH3 domain containing 2	SORBS2	---	chr4q35.1
220859_at	---	---	---	---
220860_at	purine-rich element binding protein G	PURG	Hs.373778	chr8p11
220861_at	---	---	---	---
220862_s_at	ubiquitin specific peptidase 22	USP22	Hs.462492	chr17p11.2
220863_at	major intrinsic protein of lens fiber	MIP	Hs.574026	chr12q13
220864_s_at	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13"	NDUFA13	Hs.534453	chr19p13.2
220865_s_at	"prenyl (decaprenyl) diphosphate synthase, subunit 1"	PDSS1	Hs.558468	chr10p12.1
220866_at	"ADAM metallopeptidase with thrombospondin type 1 motif, 6"	ADAMTS6	Hs.482291	chr5q12
220867_s_at	"solute carrier family 24 (sodium/potassium/calcium exchanger), member 2"	SLC24A2	Hs.283014	chr9p22-p13
220868_s_at	"solute carrier family 7, (neutral amino acid transporter, y+ system) member 10"	SLC7A10	Hs.58679	chr19q13.1
220869_at	ubiquitin-like modifier activating enzyme 6	UBA6	Hs.212774	chr4q13.2
220870_at	---	---	---	---
220871_at	---	---	---	---
220872_at	hypothetical protein PRO2964	PRO2964	---	chr2q32.1
220873_at	---	---	Hs.621374	---
220874_at	---	---	---	---
220875_at	---	---	---	---
220876_at	---	---	Hs.621372	---
220877_at	---	---	---	---
220878_at	---	---	---	---
220879_at	---	---	---	---
220880_at	---	---	---	---
220881_at	---	---	Hs.621368	---
220882_at	---	---	---	---
220883_at	hypothetical protein PRO2012	PRO2012	---	chr1q42.13
220884_at	---	---	---	---
220885_s_at	centromere protein J	CENPJ	Hs.513379	chr13q12.12
220886_at	"gamma-aminobutyric acid (GABA) receptor, theta"	GABRQ	Hs.283081	chrXq28
220887_at	chromosome 14 open reading frame 162	C14orf162	Hs.458319	chr14q24.1
220888_s_at	Cas scaffolding protein family member 4	CASS4	Hs.473144	chr20q13.31
220889_s_at	carbonic anhydrase X	CA10	Hs.463466	chr17q21.33
220890_s_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 47	DDX47	Hs.714715	chr12p13.1
220891_at	chromosome 4 open reading frame 23	C4orf23	Hs.566191	chr4p16.1
220892_s_at	phosphoserine aminotransferase 1	PSAT1	Hs.494261	chr9q21.2
220893_at	uncharacterized gastric protein ZA52P	LOC57399	Hs.287376	chr5q12.1
220894_x_at	PR domain containing 12	PRDM12	Hs.495311	chr9q33-q34
220895_at	ubiquitin specific peptidase 29	USP29	Hs.515632	chr19q13.43
220896_at	F-box and leucine-rich repeat protein 18	FBXL18	Hs.623974	chr7p22.2
220897_at	---	---	---	---
220898_at	---	---	---	---
220899_at	---	---	---	---
220900_at	hypothetical protein FLJ12078	FLJ12078	Hs.677103	chr5q15
220901_at	G protein-coupled receptor 157	GPR157	Hs.632367	chr1p36.23
220902_at	hypothetical LOC196707	FLJ12616	Hs.636838	chr10q26.13
220903_at	"G elongation factor, mitochondrial 1"	GFM1	Hs.518355	chr3q25.1-q26.2
220904_at	chromosome 6 open reading frame 208	C6orf208	Hs.677182	chr6q27
220905_at	---	---	---	---
220906_at	---	---	---	---
220907_at	G protein-coupled receptor 110	GPR110	Hs.256897	chr6p12.3
220908_at	coiled-coil domain containing 33	CCDC33	Hs.383206	chr15q24.1
220909_at	tripartite motif-containing 46	TRIM46	Hs.287735	chr1q22
220910_at	Fraser syndrome 1	FRAS1	Hs.369448	chr4q21.21
220911_s_at	KIAA1305	KIAA1305	Hs.288348	chr14q12
220912_at	hypothetical protein FLJ11827	FLJ11827	Hs.677070	chr3q23
220913_at	---	---	---	---
220914_at	---	---	Hs.636816	---
220915_s_at	---	---	Hs.636816	---
220916_at	hypothetical protein FLJ13310	FLJ13310	Hs.636873	chr1q32.1
220917_s_at	WD repeat domain 19	WDR19	Hs.438482	chr4p14
220918_at	chromosome 21 open reading frame 96	C21orf96	Hs.672131	chr21q22.12
220919_s_at	chromosome 10 open reading frame 79	C10orf79	Hs.288927	chr10q25.1
220920_at	"ATPase, class V, type 10B"	ATP10B	Hs.109358	chr5q34
220921_at	"SPANX family, member B1 /// SPANX family, member B2 /// SPANX family, member F1"	SPANXB1 /// SPANXB2 /// SPANXF1	Hs.711489	chrXq27.1
220922_s_at	"sperm protein associated with the nucleus, X-linked, family member A1 /// SPANX family, member A2 /// SPANX family, member B1 /// SPANX family, member B2 /// SPANX family, member C /// SPANX family, member F1"	SPANXA1 /// SPANXA2 /// SPANXB1 /// SPANXB2 /// SPANXC /// SPANXF1	Hs.558533	chrXq27.1
220923_s_at	paraneoplastic antigen MA3	PNMA3	Hs.449627	chrXq28
220924_s_at	"solute carrier family 38, member 2"	SLC38A2	Hs.221847	chr12q
220925_at	"MAK10 homolog, amino-acid N-acetyltransferase subunit (S. cerevisiae)"	MAK10	Hs.436098	chr9q21.33
220926_s_at	"ER degradation enhancer, mannosidase alpha-like 3"	EDEM3	Hs.523811	chr1q24-q25
220927_s_at	heparanase 2 /// hypothetical protein LOC100133895	HPSE2 /// LOC100133895	Hs.500750	chr10q23-q24
220928_s_at	PR domain containing 16	PRDM16	Hs.99500	chr1p36.23-p33
220929_at	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 8 (GalNAc-T8)	GALNT8	Hs.511985	chr12p13.3
220930_s_at	hypothetical protein MGC5590	MGC5590	Hs.652876	chr13q14.11
220931_at	hypothetical protein MGC5590	MGC5590	Hs.652876	chr13q14.11
220932_at	---	---	---	---
220933_s_at	"zinc finger, CCHC domain containing 6"	ZCCHC6	Hs.655162	chr9q21
220934_s_at	hypothetical protein MGC3196	MGC3196	Hs.530463	chr11q12.3
220935_s_at	CDK5 regulatory subunit associated protein 2	CDK5RAP2	Hs.269560	chr9q33.2
220936_s_at	"H2A histone family, member J"	H2AFJ	Hs.714838	chr12p12
220937_s_at	"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4"	ST6GALNAC4	Hs.3972	chr9q34
220938_s_at	glucocorticoid modulatory element binding protein 1	GMEB1	Hs.632373	chr1p35.3
220939_s_at	dipeptidyl-peptidase 8	DPP8	Hs.591106	chr15q22
220940_at	ankyrin repeat domain 36B	ANKRD36B	Hs.532921	chr2q11.2
220941_s_at	chromosome 21 open reading frame 91	C21orf91	Hs.293811	chr21q21.1
220942_x_at	"family with sequence similarity 162, member A"	FAM162A	Hs.584881	chr3q21.1
220943_s_at	chromosome 2 open reading frame 56	C2orf56	Hs.433466	chr2p22.2
220944_at	peptidoglycan recognition protein 4	PGLYRP4	Hs.58356	chr1q21
220945_x_at	MANSC domain containing 1	MANSC1	Hs.591145	chr12p13.2
220946_s_at	SET domain containing 2	SETD2	Hs.517941	chr3p21.31
220947_s_at	"TBC1 domain family, member 10B"	TBC1D10B	Hs.632182	chr16p11.2
220948_s_at	"ATPase, Na+/K+ transporting, alpha 1 polypeptide"	ATP1A1	Hs.371889	chr1p21
220949_s_at	chromosome 7 open reading frame 49	C7orf49	Hs.521213	chr7q33
220950_s_at	KIAA1310	KIAA1310	Hs.516341	chr2p12-p11.2
220951_s_at	APOBEC1 complementation factor	A1CF	Hs.499643	chr10q11.23
220952_s_at	"pleckstrin homology domain containing, family A member 5"	PLEKHA5	Hs.188614	chr12p12
220953_s_at	myotubularin related protein 12	MTMR12	Hs.481836	chr5p13.3
220954_s_at	paired immunoglobin-like type 2 receptor beta	PILRB	Hs.632314	chr7q22.1
220955_x_at	"RAB23, member RAS oncogene family"	RAB23	Hs.555016	chr6p11
220956_s_at	egl nine homolog 2 (C. elegans)	EGLN2	Hs.515417	chr19q13.2
220957_at	cutaneous T-cell lymphoma-associated antigen 1	CTAGE1	Hs.406709	chr18p11.2
